DOCID|REFERENCE|ETABLISSEMENT|RESEAU|CONTACT|EMAILCONTACT|SITEWEB|TELEPHONE|FAX|HANDICAPS|CODEPOSTAL|ADRESSE|REGION|DEPARTEMENT|VILLE|ACTIVIT
89440|2014-00502|Gite Coquelino Ecogites Les Granges|Tourisme et Handicap|M.Sauvecanne|gg214@sfr.fr|http://www.gites-les-granges.fr|492771357||auditif ; moteur|4110||Provence Alpes-Côte d'Azur|ALPES-DE-HAUTE-PROVENCE|MONTFURON|Meublé de tourisme
89441|2014-00503|Gite Moujou Ecogites Les Granges|Tourisme et Handicap|M.Sauvecanne|gg214@sfr.fr|http://www.gites-les-granges.fr|492771357||auditif ; moteur|4110||Provence Alpes-Côte d'Azur|ALPES-DE-HAUTE-PROVENCE|MONTFURON|Meublé de tourisme
89442|2014-00504|Gite Verduletto Ecogites Les Granges|Tourisme et Handicap|M.Sauvecanne|gg214@sfr.fr|http://www.gites-les-granges.fr|492771357||auditif ; moteur|4110||Provence Alpes-Côte d'Azur|ALPES-DE-HAUTE-PROVENCE|MONTFURON|Meublé de tourisme
89443|2014-00505|Gite Aranja Ecogites Les granges|Tourisme et Handicap|M.Sauvecanne|gg214@sfr.fr|http://www.gites-les-granges.fr|492771357||auditif ; moteur|4110||Provence Alpes-Côte d'Azur|ALPES-DE-HAUTE-PROVENCE|MONTFURON|Meublé de tourisme
89444|2014-00506|Gite Nature et Vigne|Tourisme et Handicap|M.Gaucher|s.gaucher@free.fr|http://www.vignoblesgaucher.fr|557249024||auditif ; mental|33126|2 Nardon|Nouvelle Aquitaine|GIRONDE|SAINT-MICHEL-DE-FRONSAC|Meublé de tourisme
89445|2014-00507|Restaurant Le Ducos|Tourisme et Handicap|M.Ducos|ducorestaurant@gmail.com|http://|467453833||auditif ; mental ; visuel|34990|Allée de l'Europe|Occitanie|HERAULT|JUVIGNAC|Restaurant
89446|2014-00508|Voie Verte départementale Tronçon Bailleulval - Beaumetz les Loges|Tourisme et Handicap|M.Bielfeld|bielfeld.matthieu@pasdecalais.fr|http://www.cg62.fr|321219140|321219280|auditif ; mental ; moteur|62000||Hauts de France|PAS-DE-CALAIS|DAINVILLE|Sport de nature
89447|2014-00509|Hôtel Restaurant Au Bon Coin|Tourisme et Handicap|M.Ohlaran|pro620@hotmail.fr|http://www.hotel-auboncoin.com|559344012|559344640|auditif ; mental|64660|Route des Thermes|Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|LURBE-SAINT-CHRISTAU|Hôtel-restaurant
89448|2014-00510|Gite rural Les Bruyeres|Tourisme et Handicap|Mme Louis|alda.l@hotmail.fr|http://www.gite-fermelesbruyeres.fr|329232196||auditif ; mental ; moteur|88200|193 Chemin des Champs de Bruyere|Grand Est|VOSGES|SAINT-ETIENNE-LES-REMIREMONT|Meublé de tourisme
89460|2014-00521|Gite "Chataigne au Coeur"|Tourisme et Handicap|M.Gibaud|ph_gibaud@orange.fr|http://www.chataigneaucoeur.fr|475581835||auditif ; mental ; moteur ; visuel|7240|A Paturage|Auvergne Rhône-Alpes|ARDECHE|SILHAC|Meublé de tourisme
89461|2014-00522|Gite de la Fond Vilsous|Tourisme et Handicap|M.De Lamarliere|joma.delam@orange.fr|http://|470068980||auditif ; mental|3350|5 rue de la Fond Vilsous|Auvergne Rhône-Alpes|ALLIER|BRETHON (LE)|Meublé de tourisme
89462|2014-00523|Restaurant "Ferme Saint Sébastien"|Tourisme et Handicap|Mme CHARVET SIAGNIE|contact@fermesaintsebastien.fr|http://www.fermesaintsebastien.fr|470568883||auditif ; mental ; visuel|3140|Chemin de Bourion|Auvergne Rhône-Alpes|ALLIER|CHARROUX|Restaurant
89463|2014-00524|Gite de groupe|Tourisme et Handicap|M. Hervé Pretot|info@cotedelavigne.com|http://www.cotedelavigne.com|381854490||auditif ; mental ; moteur ; visuel|70230|Les Côtes de la Vigne|Bourgogne Franche-Comté|HAUTE-SAONE|LARIANS-ET-MUNANS|Meublé de tourisme
89464|2014-00525|Camping La Roche Posay Vacances|Tourisme et Handicap|M.Boudoin|info@larocheposay-vacances.com|http://www.larocheposay-vacances.com|549862123||auditif ; mental|86270|Route de Lesigny|Nouvelle Aquitaine|VIENNE|ROCHE-POSAY (LA)|Camping
89465|2014-00526|Halles Couvertes|Tourisme et Handicap|Mme Fauvel|fauvel.severine@sfr.fr|http://www.talentsdartisans.fr|620988845||auditif ; mental ; moteur|17130|Place des Halles|Nouvelle Aquitaine|CHARENTE-MARITIME|MONTENDRE|
89466|2014-00527|Centre de Vacances Val Ubaye|Tourisme et Handicap|M.Craisse|val-ubaye@ihtourisme.be|http://www.ihtourisme.be|492430479|492431121|auditif ; mental ; moteur ; visuel|5200|Route des Orres|Provence Alpes-Côte d'Azur|HAUTES-ALPES|BARATIER|Village de vacances
89467|2014-00528|Bar - Restaurant Les Côtes de la Vigne|Tourisme et Handicap|M.Pretot|info@cotedelavigne.com|http://www.cotedelavigne.com|381854490||auditif ; mental ; moteur ; visuel|70230||Bourgogne Franche-Comté|HAUTE-SAONE|LARIANS-ET-MUNANS|Restaurant
89468|2014-00529|Meublé Lavigne-Pochelu|Tourisme et Handicap|Mme Lavigne Pochelu|anouste@sfr.fr|http://|651395674||auditif ; mental ; moteur ; visuel|64270|Residence Nouste Chemin Catherine de Bourbon|Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|SALIES DE BÉARN|Meublé de tourisme
91415|2014-00543|Club nautique Alpin Activité Voile|Tourisme et Handicap|M.Rousselle|cnaps@wanadoo.fr|http://www.cna-embrun.com|492430002|492430305|auditif ; moteur|5200|Chemin de Chadenas|Provence Alpes-Côte d'Azur|HAUTES-ALPES|EMBRUN|
91416|2014-00544|Hotel restaurant d'Orbigny|Tourisme et Handicap|M.Quetier|hotel-dordigny@wanadoo.fr|http://www.hotel-dorbigny.com|546562468|546300482|auditif ; mental ; moteur ; visuel|17340|47 Boulevard de la République|Nouvelle Aquitaine|CHARENTE-MARITIME|CHATELAILLON-PLAGE|Hôtel-restaurant
91417|2014-00545|Hotel Le Nautile|Tourisme et Handicap|M.Jenouvrier|hotel.le.nautile@wanadoo.fr|http://www.hotel-lenautile.fr|546760915|546760299|auditif ; mental ; moteur ; visuel|17370|21 Allée des Mimosas|Nouvelle Aquitaine|CHARENTE-MARITIME|SAINT-TROJAN|Hôtel
91418|2014-00546|Gite de Tilevenez|Tourisme et Handicap|M.Guyader|nena9@hotmail.fr|http://|610800774||auditif ; moteur|29360|Kergant|Bretagne|FINISTERE|CLOHARS CARNOËT|Meublé de tourisme
91419|2014-00547|Gite de Damaris|Tourisme et Handicap|Mme Damaris|damaris.hege@orange.fr|http://|648345061||auditif ; mental|67510|10 rue Schangenbach|Grand Est|BAS-RHIN|OBERSTEINBACH|Meublé de tourisme
91420|2014-00548|Hotel Le Ceitya|Tourisme et Handicap|Mme Burgaud|contact@hotel-leceitya.com|http://www.hotel-leceitya.com|251550113|251100059|mental ; moteur ; visuel|85800|47 rue du Général de Gaulle|Pays de la Loire|VENDEE|SAINT GILLES CROIX DE VIE|Hôtel
91421|2014-00549|Restaurant Le Lion d'Or|Tourisme et Handicap|M.Robin|lpgrobin@wanadoo.fr|http://|251004012||auditif ; mental ; moteur ; visuel|85120||Pays de la Loire|VENDEE|SAINT-HILAIRE-DE-VOUST|Restaurant
91423|2014-00551|Gite rural La Grande Lucasserie|Tourisme et Handicap|M.Chaboche|reservation@lalucasserie.com|http://www.reservationlalucasserie.com|237498655|237498655|auditif ; mental ; moteur ; visuel|28240|La Lucasserie|Centre -  Val de Loire|EURE-ET-LOIR|CHAMPROND-EN-GÂTINE|Meublé de tourisme
91424|2014-00552|Meublé de tourisme Touvent les Buis|Tourisme et Handicap|M.Lassarade|severine.dessendier@orange.fr|http://|546912009||auditif ; mental ; moteur ; visuel|17800|7 rue Touvent|Nouvelle Aquitaine|CHARENTE-MARITIME|PONS|Meublé de tourisme
91425|2014-00553|Office de tourisme du Kreizh Breizh|Tourisme et Handicap|Mme Le Collinet|office@tourismekb.com|http://www.tourismekreizbreizh.com|296290272||auditif ; mental ; moteur ; visuel|22110|6 rue Abbé Gibert|Bretagne|COTES-D'ARMOR|ROSTRENEN|Office de tourisme
91426|2014-00554|Gite de groupe Domaine du Luth|Tourisme et Handicap|Mme Melin|domaineduluth@gmail.com|http://www.domaineduluth.fr|982548842||auditif ; mental ; moteur ; visuel|86190|15 rue des Hautes Roches|Nouvelle Aquitaine|VIENNE|QUINCAY|Meublé de tourisme
91427|2014-00555|Hotel SPA Le Connetable|Tourisme et Handicap|M.Penven|hotelconnetable@orange.fr|http://www.leconnetabledinan.com|296872929|296841618|auditif ; mental ; moteur ; visuel|22100|33 rue Louise Weiss|Bretagne|COTES-D'ARMOR|DINAN|Hôtel
91428|2014-00556|Gite Au Pas de l'Ours|Tourisme et Handicap|M.Boissin|marie.boissin@orange.fr|http://www.gite.aupasdelours.fr|235650146||auditif ; mental ; moteur ; visuel|76113|33 route de Quevillon|Normandie|SEINE-MARITIME|SAINT PIERRE DE MANNEVILLE|Meublé de tourisme
91429|2014-00557|Maison des Forets|Tourisme et Handicap|M.Sanchez|maisons-des-forets@agglo-rouennaise.fr|http://www.la-crea.fr/maisons-des-forets-de-la-crea-mdf-ser.html|235529320|235529319|auditif ; moteur|76800|Chemin des cateliers|Normandie|SEINE-MARITIME|SAINT ETIENNE DU ROUVRAY|
91430|2014-00558|MFR  Gite de groupe niveau bas|Tourisme et Handicap|M.Bisson|mfr.pointel@mfr.asso.fr|http://www.mfr-pointel.com|233660064|233654955|auditif ; mental ; moteur ; visuel|61220|Chateau de Pointel|Normandie|ORNE|POINTEL|Meublé de tourisme
91431|2014-00559|Office de tourisme de la Région de Pons|Tourisme et Handicap|M.LAURENT|tourisme.pons17800@orange.fr|http://www.pons-tourisme.fr|546961331||auditif ; mental ; moteur ; visuel|17800|1 rue du Pontils|Nouvelle Aquitaine|CHARENTE-MARITIME|PONS|Office de tourisme
91437|2014-00565|Gite de groupe Vidal - Cap de la Hont|Tourisme et Handicap|Mme Vidal|sarahvidallaruns@gmail.com|http://www.gite-ossau-hautbearn.fr|689250674||auditif ; mental|64440|34 rue du Bialé|Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|LARUNS|Meublé de tourisme
91438|2014-00566|Gite Via Romana|Tourisme et Handicap|Mme Morillion|angelinemorillion@hotmail.fr|http://www.la-grange-aux-champs.fr|672855430||auditif ; mental ; moteur ; visuel|55800|Chateau de la Grange aux Champs|Grand Est|MEUSE|NETTANCOURT|Meublé de tourisme
91440|2014-00568|Gite Mme Levacq|Tourisme et Handicap|Mme Levacq|viviane.levacq@orange.fr|http://|231689127||auditif ; mental ; moteur ; visuel|14690|Lieu Dit Saint Christophe|Normandie|CALVADOS|PIERREFITTE-EN-CINGLAIS|Meublé de tourisme
91441|2014-00569|Meublé Le Palmier|Tourisme et Handicap|M.Piazza|deguillerme@hotmail.fr|http://www.gites-de-franc-alpes-maritimes.com|493793088||auditif ; mental|6390|539 Route de la Part Quartier des Vignasses|Provence Alpes-Côte d'Azur|ALPES-MARITIMES|BENDEJUN|Meublé de tourisme
91442|2014-00570|Office de tourisme de Narbonne Plage|Tourisme et Handicap|Mme Etero|ot.narbonneplage@mairie-narbonne.fr|http://www.narbonne-plage.com|468498486|468655894|auditif ; mental ; moteur ; visuel|11100|Avenue des Vacances|Occitanie|AUDE|NARBONNE PLAGE|Office de tourisme
91443|2014-00571|Restaurant Le Saint James|Tourisme et Handicap|M.Nizard|resto-st-james@wanadoo.fr|http://|596690733|596692965|mental ; moteur ; visuel|97230|Route de l'Usine|Martinique|MARTINIQUE|SAINTE MARIE|Restaurant
91444|2014-00572|Office de tourisme de Saintonge Dorée - Antenne de Saint Jean d'Angely|Tourisme et Handicap|M.Mazouin|contact@saintongedoree.com|http://www.saintongedoree-tourisme.com|546320472|546320472|auditif ; mental ; moteur ; visuel|17416|8 rue de la Grosse Horloge Place du Pilori|Nouvelle Aquitaine|CHARENTE-MARITIME|SAINT JEAN D'ANGÉLY|Office de tourisme
91445|2014-00573|Village de vacances les 4 Vents Cap France|Tourisme et Handicap|M.Miclos|villagevacancesles4vents@gmail.com|http://www.les-4vents-capfrance.com|329250206|329253185|mental ; moteur ; visuel|88160|3 rue d'Alsace|Grand Est|VOSGES|RAMONCHAMP|Village de vacances
91446|2014-00574|Gite l'Abbesse|Tourisme et Handicap|M. et Mme Jacques Daniel|jd.informatique@orange.fr|http://www.tourisme-vienne.com|549938355||auditif ; mental|86140|L'Abbesse|Nouvelle Aquitaine|VIENNE|SCORBÉ CLAIRVAUX|Meublé de tourisme
91447|2014-00575|Gite Merlot|Tourisme et Handicap|Mme Pellegrin|reservation@gitesdefrance13.com|http://www.gdf13.com|490854500||auditif ; moteur ; visuel|13140|Chateau de Libran RN 7|Provence Alpes-Côte d'Azur|BOUCHES-DU-RHONE|LAMBESC|Meublé de tourisme
91448|2014-00576|Office de tourisme d'Alès|Tourisme et Handicap|M.Laupies|tourisme@ville-ales.fr|http://www.ot-ales.fr|466523215|466525709|auditif ; mental ; moteur|30100|Place de l'hotel de ville|Occitanie|GARD|ALES|Office de tourisme
91449|2014-00577|Le Chalet des Forestiers|Tourisme et Handicap|Mme Traissard|delphinetraissard@yahoo.fr|http://www.maison-hote.fr|611596670||auditif ; mental|73600|Le Tra - Lieu Dit Chef Lieu|Auvergne Rhône-Alpes|SAVOIE|NOTRE-DAME-DU-PRE|Meublé de tourisme
91450|2014-00578|Restaurant L'Epicea|Tourisme et Handicap|M.Calvet|restaurantlepicea525@orange.fr|http://|471592341||auditif ; mental ; moteur ; visuel|43100|9 Place du Chatiague|Auvergne Rhône-Alpes|HAUTE-LOIRE|TENCE|Restaurant
91451|2014-00579|Gite Le Rouge Garance|Tourisme et Handicap|Mme Monique Girardin|monique.pelletier@acbfrance.fr|http://www.legitecolmar.fr|682652732|389798065|auditif ; mental ; moteur ; visuel|68000|42 rue du Vieux Muhlbach|Grand Est|HAUT-RHIN|COLMAR|Meublé de tourisme
91452|2014-00580|Hostellerie Del Matin Calme|Tourisme et Handicap|M.Rochette|hotel@grouperochette.com|http://www.hoteldumatincalme.fr|477977160|477975258|mental ; moteur|42130|Le Pré de l'Ane|Auvergne Rhône-Alpes|LOIRE|MONTVERDUN|Hôtel
91453|2014-00581|Gite de groupe La Voie Verte|Tourisme et Handicap|M.Seitre|accueil@paysdemontfaucon.fr|http://www.cc-paysdemontfaucon.fr|622461587|471657411|auditif ; mental ; moteur ; visuel|43290|Avenue de la gare|Auvergne Rhône-Alpes|HAUTE-LOIRE|DUNIERES|Meublé de tourisme
91454|2014-00582|Meublé Opera - Résidence La Malicorne|Tourisme et Handicap|M.Gilbert|jdgilbert@orange.fr|http://|662150440|470671718|auditif ; mental ; moteur ; visuel|3160|Avenue Etienne Desbordes|Auvergne Rhône-Alpes|ALLIER|BOURBON-L'ARCHAMBAULT|Meublé de tourisme
91455|2014-00583|Meublé Harmonie - Résidence la Malicorne|Tourisme et Handicap|M.Gilbert|jdgilbert@orange.fr|http://|662150440|470671718|auditif ; mental ; moteur ; visuel|3160|Avenue Etienne Desbordes|Auvergne Rhône-Alpes|ALLIER|BOURBON-L'ARCHAMBAULT|Meublé de tourisme
91477|2014-00603|Restaurant l'Entre Deux|Tourisme et Handicap|M.Sokowski||http://|556233830||mental ; moteur ; visuel|33670|Rond Point de l'Entre Deux Mers|Nouvelle Aquitaine|GIRONDE|CRÉON|Restaurant
91478|2014-00604|Gite l'Arc en Ciel|Tourisme et Handicap|M.Laval|jacques.laval2@wanadoo.fr|http://www.gites-de-france.com|477652279||mental ; moteur ; visuel|42260|La Place|Auvergne Rhône-Alpes|LOIRE|SAINT-POLGUES|Meublé de tourisme
91479|2014-00605|Gite Er Valian|Tourisme et Handicap|Mme Lesage|gite56.ervalian@orange.fr|http://|622603619||auditif ; mental ; moteur ; visuel|56400|6 rue Joseph Le Brix|Bretagne|MORBIHAN|PLOUGOUMELEN|Meublé de tourisme
91480|2014-01619|Camping Le Lac|Tourisme et Handicap|M.Lucchesi|lac@campeole.com|http://www.campeole.com|492855157|492855763|auditif ; mental ; moteur|4340|Le Lac Le Fein|Provence Alpes-Côte d'Azur|ALPES-DE-HAUTE-PROVENCE|SAINT-VINCENT-LES-FORTS|Camping
91481|2014-01626|Musée de la Camargue|Tourisme et Handicap|M.Schiavetti|musee@parc-camargue.fr|http://www.parc-camargue.fr|490971082|490971920|auditif ; mental ; moteur ; visuel|13200|Mas du Pont de Rousty|Provence Alpes-Côte d'Azur|BOUCHES-DU-RHONE|ARLES|Lieu de visite
91482|2014-01629|Gite communal de Vissec|Tourisme et Handicap|M.Pons|sarlema.com@salerma.com|http://www.vissec.fr|467815058|467815058|auditif ; mental ; moteur|30770|La Rue|Occitanie|GARD|VISSEC|Meublé de tourisme
91484|2014-01642|Gite Le Microcoulier|Tourisme et Handicap|Mme Pellegrin|reservation@gitesdefrance13.com|http:/www.gdf13.com|490854500||auditif ; moteur ; visuel|13410|Chateau de Libran - RN7|Provence Alpes-Côte d'Azur|BOUCHES-DU-RHONE|LAMBESC|Meublé de tourisme
91485|2014-01643|Les Ateliers d'Etran|Tourisme et Handicap|Mme Couvert|ateliers;etran@wanadoo.fr|http://www.carameldepommesdieppois.fr|232905500|232905505|mental ; moteur|76730|1 rue des Salines|Normandie|SEINE-MARITIME|MARTIN EGLISE|
91486|2014-01634|Centre de vacances Chanteduc|Tourisme et Handicap|M.Berck|chanteduc@free.fr|http://www.chanteduc.fr|475214659||mental ; moteur|26310|Le Pontillard|Auvergne Rhône-Alpes|DROME|BEAURIERES|Village de vacances
91558|2014-00678|Meublé de tourisme La Bruyere|Tourisme et Handicap|M.Real|famillereal@hotmail.fr|http://www.gites-de-france.com|477766906||auditif ; mental ; moteur|42450|La Bruyere|Auvergne Rhône-Alpes|LOIRE|SURY LE COMTAL|Meublé de tourisme
91559|2014-00679|Centre d'Ecotourisme de Franchard|Tourisme et Handicap|M.Walker|franchard@tourisme77.fr|http://www.tourisme77.fr|160711108|160396040|auditif ; moteur|77300|Route de l'Ermitage|Ile-de-France|SEINE-ET-MARNE|FONTAINEBLEAU|Office de tourisme
91560|2014-00680|MFR - Gite de groupe Niveau haut|Tourisme et Handicap|M.Bisson|mfr.pointel@mfr.asso.fr|http://www.mfr-pointel.com|233660064|233654955|auditif ; mental ; moteur ; visuel|61220|Chateau de Pointel|Normandie|ORNE|POINTEL|Meublé de tourisme
91561|2014-00681|Ponton de pêche de la base de loisirs de Orthez-Biron|Tourisme et Handicap|M.Cassiau Haurie|tourisme@cc-lacqorthez.fr|http://www.loisirs-orthez;com|559670831|559671647|auditif ; mental ; moteur ; visuel|64300|Avenue Marcel Paul|Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|ORTHEZ|Sport de nature
91562|2014-00682|Gite d'Andaine|Tourisme et Handicap|Mme Guicquel des Touches|chateaudesarceaux@yahoo.fr|http://www.chateau-de-sarceaux.com|233288511||auditif ; mental ; moteur ; visuel|61250|Sarceaux|Normandie|ORNE|VALFRAMBERT|Meublé de tourisme
91563|2014-00683|Hotel Ursula|Tourisme et Handicap|M.Poirel|hoteldelagare64@orange.fr|http://www.hotel-ursula.fr|559298888||auditif ; mental ; moteur ; visuel|64250|37 Route du Bas Cambo|Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|CAMBO LES BAINS|Hôtel
91564|2014-00684|Camping Municipal Irouleguy|Tourisme et Handicap|M.Coscarat|mairie.baigorry@orange.fr|http://|559374080|559374820|auditif ; mental ; moteur ; visuel|64430|Quartie Borciriette|Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|SAINT ETIENNE DE BAÏGORRY|Camping
91565|2014-00685|Restaurant le Picrocole|Tourisme et Handicap|M.Bernard|thierrybadec@free.fr|http://|473169912||auditif ; mental ; moteur ; visuel|63130|30 rue Nationale|Auvergne Rhône-Alpes|PUY-DE-DOME|ROYAT|Restaurant
91566|2014-00686|Office de tourisme du Grand Villeneuvois|Tourisme et Handicap|Mme Fieremans|villeneuve.info@tourisme-villeneuvois.fr|http://www.tourisme-villeneuvois.fr|553361730|553413683|auditif ; mental ; moteur ; visuel|47300|Allée Frederico Garcia Lorca|Nouvelle Aquitaine|LOT-ET-GARONNE|VILLENEUVE SUR LOT|Office de tourisme
91567|2014-00687|Auberge Saint Pierre|Tourisme et Handicap|Mme Beaussire|contact@aubergesaintpierre.info|http://www.aubergesaintpierre.info|473778845||auditif ; mental ; moteur ; visuel|63230|Le Bourg|Auvergne Rhône-Alpes|PUY-DE-DOME|SAINT-PIERRE-LE-CHASTEL|Restaurant
91568|2014-00688|Parc Animalier La ferme Saint Roch|Tourisme et Handicap|Mme Conte|lafermesaintroche@hotmail.fr|http://|468542783||auditif ; mental ; moteur|66300|Mas les Tulerie|Occitanie|PYRENEES-ORIENTALES|VILLEMOLAQUE|Lieu de visite
91569|2014-00689|Restaurant Le Cardinal|Tourisme et Handicap|Mme Gerbino|isalecardinale.ig@gmail.com|http://www.brasserie-lecardinal.com|473629511||auditif ; mental ; moteur ; visuel|63370|23 Avenue de l'Europe|Auvergne Rhône-Alpes|PUY-DE-DOME|LEMPDES|Restaurant
91570|2014-00690|Parc Archéologique de Samara|Tourisme et Handicap|Mme Marchand|pmarchand@somme.fr|http://|322518283||mental ; moteur|80130|Route Saint Sauveur|Hauts de France|SOMME|CHAUSSEE-TIRANCOURT (LA)|Lieu de visite
91571|2014-00691|Restaurant Chez Fab rice|Tourisme et Handicap|M.Boubal|boubal.fabrice@orange.fr|http://www.frabrice-aniane.fr|467574483||auditif ; mental|34150|Le Tonneau Rouge 36 boulevard Saint Jean|Occitanie|HERAULT|ANIANE|Restaurant
91572|2014-00692|Gite Framboise|Tourisme et Handicap|Mme Falaise|falaiseneron@aol.com|http://|682037823||auditif ; mental ; moteur ; visuel|35150|Le bas Coudray|Bretagne|ILLE-ET-VILAINE|CORPS-NUDS|Meublé de tourisme
91573|2014-00693|Village Vacances Familles de Sainte Suzanne|Tourisme et Handicap|M.Morteveille|plemoing@vvfvillages.fr|http://vvf-villages.fr|243014076|243014349|auditif ; mental ; moteur ; visuel|53270|1 bis rue Jean Bueil|Pays de la Loire|MAYENNE|SAINTE-SUZANNE|Village de vacances
91574|2014-00694|Gite rural Le Chai de la Faurie|Tourisme et Handicap|Mme Farbos|gite@lechaidelafaurie.fr|http://www.lechaidelafaurie.fr|623468929||auditif ; mental ; moteur ; visuel|47800|Le Chai de la Faurie|Nouvelle Aquitaine|LOT-ET-GARONNE|ROUMAGNE|Meublé de tourisme
91575|2014-00695|Hotel La Marisa|Tourisme et Handicap|Mme Musset|info@hotel-lamarisa.com|http://www.hotel-lamarisa.com|559269546|559511706|auditif ; mental ; moteur ; visuel|64500|16 rue Sopite|Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|SAINT JEAN DE LUZ|Hôtel
91576|2014-00696|Hotel Restaurant Etchémaité|Tourisme et Handicap|M.Etchemaite|contact@etchemaite.fr|http://www.hotel-etchemaite.fr|559286145|559287271|auditif ; mental ; moteur ; visuel|64560|Le Bourg|Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|LARRAU|Hôtel-restaurant
